acteur1_facebook_likes,pays,num_critique,realisateur_facebook_likes,acteur3_facebook_likes,duree,acteur2,acteur2_facebook_likes,gross,realisateur,color,acteur3,titre,annee,genres,acteur1,budget,mots_cles,film_facebook_likes,lien,num_user_for_reviews,langue
690,USA,24,31,448,101,Lee Arenberg,457,6448817,Ronny Yu,Color,Angus Macfadyen,Warriors of Virtue ,1997,Action|Adventure|Fantasy,Marley Shelton,35000000,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,0,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,31,English
883,USA,147,0,567,117,Albert Finney,883,7458269,Ridley Scott,Color,Richard Coyle,A Good Year ,2006,Comedy|Drama|Romance,Archie Panjabi,35000000,based on novel|inheritance|provence|uncle|wine,9000,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,196,English
2000,USA,10,503,697,114,Thomas Ian Nicholas,864,4651977,Richard Donner,Color,John Heard,Radio Flyer ,1992,Drama,Adam Baldwin,35000000,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship,892,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,71,English
848,USA,12,138,672,330,Jesse Borrego,674,4496583,Taylor Hackford,Color,Raymond Cruz,"Blood In, Blood Out ",1993,Crime|Drama,Delroy Lindo,35000000,1970s|1980s|barrio|gang war|mexican,6000,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,129,English
1000,Denmark,50,55,918,121,Tom Wilkinson,1000,2221994,Bille August,Color,Julia Ormond,Smilla's Sense of Snow ,1997,Action|Drama|Sci-Fi|Thriller,Jim Broadbent,35000000,boy|greenland|neighbor|roof|snow,561,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,99,English
548,France,149,0,115,114,Gregg Henry,298,6592103,Brian De Palma,Color,Rie Rasmussen,Femme Fatale ,2002,Crime|Drama|Mystery|Thriller,Peter Coyote,35000000,ambassador|cannes|identity|suicide|thief,675,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,232,English
695,Libya,24,278,249,156,Rod Steiger,279,,Moustapha Akkad,Black and White,John Gielgud,Lion of the Desert ,1980,Biography|Drama|History|War,Oliver Reed,35000000,arab|general|libya|muslim|mussolini,0,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,55,English
837,France,28,22,45,135,François Cluzet,541,1877179,Jean-Paul Rappeneau,Color,Isabelle Carré,The Horseman on the Roof ,1995,Adventure|Drama|Romance|War,Olivier Martinez,,austrian|breasts|cholera|police|provence,262,http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1,25,French
3,USA,95,0,0,148,Jeffrey Dover,2,630779,Ang Lee,Color,Tobey Maguire,Ride with the Devil ,1999,Drama|Romance|War|Western,Jeremy W. Auman,35000000,bushwhacker|friend|honor|kansas|raid,633,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,159,English
30,Mexico,288,0,7,148,Hanaa Bouchaib,9,5100937,Alejandro G. Iñárritu,Color,Eduard Fernández,Biutiful ,2010,Drama,Maricel Álvarez,,children|chinese|illegal immigrant|immigrant|male ponytail,29000,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1,127,Spanish
4000,France,58,18,324,93,Sam Shepard,820,,Joachim Rønning,Color,Dwight Yoakam,Bandidas ,2006,Action|Comedy|Crime|Western,Salma Hayek,32000000,bank|cleavage|farmer|female gunfighter|mexico,0,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,76,English
970,USA,,194,816,,Aisha Tyler,857,,Tony Kaye,Color,Beverly D'Angelo,Black Water Transit ,2009,Crime|Drama,Bill Cobbs,23000000,based on novel,26,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,,English
988,USA,297,47,129,113,Aml Ameen,149,102413606,Wes Ball,Color,Jacob Latimore,The Maze Runner ,2014,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,34000000,based on novel|concrete wall|maze|open ended|teenage boy,38000,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,524,English
1000,USA,90,31,141,91,June Diane Raphael,249,10214013,Ken Scott,Color,Melissa McMeekin,Unfinished Business ,2015,Comedy,Tom Wilkinson,35000000,business trip|company|glory hole|male frontal nudity|male nudity,0,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,89,English
554,USA,56,17000,94,139,Geraldine Chaplin,382,32000000,Martin Scorsese,Color,Stuart Wilson,The Age of Innocence ,1993,Drama|Romance,Richard E. Grant,30000000,19th century|countess|lawyer|love|new york,0,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,150,English
20000,USA,274,0,1000,96,Ellen Burstyn,1000,10139254,Darren Aronofsky,Color,Mark Margolis,The Fountain ,2006,Drama|Sci-Fi,Hugh Jackman,35000000,eternity|love|mayan|tree|tree of life,23000,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,915,English
372,USA,68,3,239,102,Kevin J. O'Connor,248,11227940,Hugh Johnson,Color,Hudson Leick,Chill Factor ,1999,Action|Adventure|Comedy|Drama|Thriller,David Paymer,34000000,colonel|ice|ice cream truck|military|u.s. army,120,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,94,English
12000,USA,98,165,566,96,Mark Valley,774,183125,Simon West,Color,Sami Gayle,Stolen ,2012,Action|Crime|Drama|Thriller,Nicolas Cage,35000000,bank|money|presumed dead|rescue|thief,0,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,86,English
6,Japan,256,6000,2,101,Yûki Amami,3,15081783,Hayao Miyazaki,Color,Yuria Nara,Ponyo ,2008,Adventure|Animation|Family|Fantasy,Rumi Hiiragi,34000000,children adventure|magical realism|sea goddess|small town|tsunami,0,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,144,Japanese
989,USA,117,88,954,128,Melissa Benoist,970,37432299,George Tillman Jr.,Color,Hayley Lovitt,The Longest Ride ,2015,Drama|Romance,Tiago Riani,34000000,1940s|art collector|bull riding|north carolina|student,23000,http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1,116,English
40000,USA,107,7,1000,109,Charlize Theron,9000,10654581,Rand Ravich,Color,Clea DuVall,The Astronaut's Wife ,1999,Drama|Sci-Fi|Thriller,Johnny Depp,34000000,astronaut|electrocuted in bathtub|mission|pilot|sister,1000,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260,English
818,USA,52,46,292,114,Eva Marie Saint,649,6543194,Hugh Hudson,Color,Vincent Perez,I Dreamed of Africa ,2000,Adventure|Drama|Romance,Liam Aiken,34000000,dream|italian|kenya|ranch|snake,314,http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1,61,English
18000,USA,135,125,2000,105,Dennis Quaid,2000,13101142,Gabriele Muccino,Color,Judy Greer,Playing for Keeps ,2012,Comedy|Romance|Sport,Gerard Butler,35000000,coach|soccer|soccer coach|soccer mom|soccer team,0,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,50,English
113,UK,211,56,38,141,Fana Mokoena,98,8324748,Justin Chadwick,Color,Tony Kgoroge,Mandela: Long Walk to Freedom ,2013,Biography|Drama|History,Terry Pheto,35000000,africa|apartheid|nelson mandela|president|resistance,13000,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,108,English
636,USA,57,631,521,195,Warren Beatty,631,,Warren Beatty,Color,M. Emmet Walsh,Reds ,1981,Biography|Drama|History|Romance,Paul Sorvino,35000000,cold war|cold war era|interview|russia|written and directed by cast member,0,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,127,English
10000,USA,81,0,574,138,Demi Moore,2000,141340178,Rob Reiner,Color,Kevin Pollak,A Few Good Men ,1992,Drama|Thriller,Tom Cruise,40000000,cuba|guantanamo|lance corporal|lawyer|murder,0,http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1,319,English
2000,USA,107,43,655,101,Bill Duke,1000,51758599,Andrzej Bartkowiak,Color,Bruce McGill,Exit Wounds ,2001,Action|Comedy|Crime|Drama|Thriller,Michael Jai White,33000000,corrupt cop|drug dealer|drugs|heroin|vice president,742,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,232,English
826,USA,100,67,330,99,Cedric the Entertainer,436,117559438,Raja Gosnell,Color,Tichina Arnold,Big Momma's House ,2000,Action|Comedy|Crime,Nia Long,30000000,disguise|fbi|female impersonation|gender disguise|obesity,1000,http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1,148,English
324,Belgium,60,0,11,85,Brianne Brozey,15,4091,Jeremy Degruson,Color,Joe Ochman,Thunder and the House of Magic ,2013,Adventure|Animation|Comedy|Family|Fantasy,Kyle Hebert,34000000,,0,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,16,English
614,USA,195,21,48,89,Veronika Vernadskaya,150,21426805,Chris Gorak,Color,Dato Bakhtadze,The Darkest Hour ,2011,Action|Adventure|Horror|Sci-Fi|Thriller,Max Minghella,30000000,alien|aurora borealis|critically bashed|killing an animal|nightclub,0,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1,211,English
3000,USA,121,35,433,99,Stephen Boss,594,35057332,Scott Speer,Color,Misha Gabriel Hamilton,Step Up Revolution ,2012,Drama|Music|Romance,Ryan Guzman,33000000,3 dimensional|dance|dancer|dancing|flash mob,19000,http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1,72,English
852,Germany,285,160,490,105,Kenan Thompson,521,34014398,David R. Ellis,Color,Rachel Blanchard,Snakes on a Plane ,2006,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,33000000,baby rattle|famous line|murder|passenger|snake,4000,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033,English
18000,USA,103,10,178,97,Joseph Sikora,223,28927720,Joe Charbanic,Color,Chris Ellis,The Watcher ,2000,Crime|Horror|Mystery|Thriller,Keanu Reeves,33000000,fbi|murder|scene of the crime|serial killer|therapy,463,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,181,English
669,USA,192,36,336,140,Marco St. John,403,33682273,Jonathan Hensleigh,Color,Eddie Jemison,The Punisher ,2004,Action|Crime|Drama|Thriller,Laura Harring,33000000,death|family reunion|fbi|fbi agent|vigilante,4000,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,622,English
722,USA,90,41,577,118,Kuno Becker,580,4280577,Danny Cannon,Color,Stephen Dillane,Goal! The Dream Begins ,2005,Drama|Romance|Sport,Sean Pertwee,10000000,barrio|border|newcastle united|party|soccer,0,http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1,114,English
26000,USA,258,132,317,94,Reggie Lee,828,17120019,Boaz Yakin,Color,Robert John Burke,Safe ,2012,Action|Crime|Thriller,Jason Statham,30000000,bodyguard|gang war|russian|russian mafia|triad,12000,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,134,English
11000,USA,56,179,551,124,Kurt Fuller,617,8406264,Mike Newell,Color,Jake Weber,Pushing Tin ,1999,Comedy|Drama|Romance,Angelina Jolie Pitt,38000000,air traffic control|air traffic controller|female bodybuilder|job|marriage,783,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,175,English
11000,USA,197,37,504,134,Ian McDiarmid,1000,309125409,Richard Marquand,Color,Kenny Baker,Star Wars: Episode VI - Return of the Jedi ,1983,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,32500000,death star|emperor|empire|princess|rebel,14000,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,647,English
165,UK,254,197,43,113,Jason Cope,107,10955425,Neil Marshall,Color,Jeremy Crutchley,Doomsday ,2008,Action|Sci-Fi|Thriller,Ryan Kruger,30000000,cure|quarantine|scotland|virus|wall,0,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,396,English
14000,USA,299,335,50,124,David Kross,388,34180954,Stephen Daldry,Color,Susanne Lothar,The Reader ,2008,Drama|Romance,Kate Winslet,32000000,love|reading|teaching oneself to read|trial|war crime,15000,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,370,English
1000,USA,163,136,833,98,Lauren Ambrose,945,17225675,David Wain,Color,Joe Lo Truglio,Wanderlust ,2012,Comedy,Justin Theroux,,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,0,http://www.imdb.com/title/tt1655460/?ref_=fn_tt_tt_1,139,English
22000,USA,152,4000,8000,97,Zooey Deschanel,11000,173381405,Jon Favreau,Color,Will Ferrell,Elf ,2003,Comedy|Family|Fantasy|Romance,Peter Dinklage,33000000,baby|christmas spirit|elf|new york city|north pole,21000,http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1,395,English
3000,USA,53,226,796,123,Kyra Sedgwick,941,104632573,Jon Turteltaub,Color,David Gallagher,Phenomenon ,1996,Drama|Fantasy|Romance|Sci-Fi,Robert Duvall,32000000,brain tumor|genius|psionic power|telekinesis|terminal illness,0,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1,118,English
773,Canada,67,32,521,99,Nichelle Nichols,664,81150692,Brian Levant,Color,M. Emmet Walsh,Snow Dogs ,2002,Adventure|Comedy|Family|Sport,James Coburn,35000000,dentist|dog|inheritance|race|sled dog,0,http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1,100,English
13000,USA,88,503,1000,101,Alfre Woodard,1000,60328558,Richard Donner,Color,Robert Mitchum,Scrooged ,1988,Comedy|Drama|Fantasy,Bill Murray,32000000,christmas|compassion|executive|ghost|redemption,11000,http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1,159,English
679,Germany,163,100,327,92,Moises Arias,635,80197993,Jared Hess,Color,Héctor Jiménez,Nacho Libre ,2006,Comedy|Family|Sport,Ana de la Reguera,32000000,lucha libre|monastery|nun|orphan|wrestling,0,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,441,English
722,USA,371,176,460,131,Wendi McLendon-Covey,655,169076745,Paul Feig,Color,Steve Bannos,Bridesmaids ,2011,Comedy|Romance,Matt Lucas,32500000,best friend|failure|food|job|partial female nudity,27000,http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,485,English
17000,USA,418,133,9000,107,James Franco,11000,101470202,Evan Goldberg,Color,Emma Watson,This Is the End ,2013,Comedy|Fantasy,Channing Tatum,32000000,apocalypse|celebrity|ensemble cast|party|rapture,97000,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,669,English
826,USA,131,9,573,103,Enrico Colantoni,724,50041732,Rupert Wainwright,Color,Portia de Rossi,Stigmata ,1999,Horror,Nia Long,29000000,catholic|priest|stigmata|vatican|wound,0,http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1,398,English
22000,USA,98,88,975,129,Charlize Theron,9000,48814909,George Tillman Jr.,Color,Michael Rapaport,Men of Honor ,2000,Biography|Drama,Robert De Niro,32000000,african american|amputee|navy|racial discrimination|racism,0,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1,224,English
23000,USA,119,34,1000,107,Hayden Christensen,4000,57744720,John Luessenhop,Color,Jay Hernandez,Takers ,2010,Action|Crime|Thriller,Paul Walker,20000000,armored car|bank|falling out among thieves|heist|planning,0,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1,132,English
49000,USA,133,16,2000,89,Robert De Niro,22000,21784432,Justin Zackham,Color,Topher Grace,The Big Wedding ,2013,Comedy,Robin Williams,35000000,adoption|divorce|family relationships|farce|wedding,0,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,108,English
918,USA,88,14,534,113,Tony Curran,845,37911876,John Whitesell,Color,Portia Doubleday,"Big Mommas: Like Father, Like Son ",2011,Action|Comedy|Crime,Brandon T. Jackson,32000000,fbi agent|murder|performing arts school|scene during end credits|undercover,0,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,47,English
15000,USA,522,0,355,93,Cas Anvar,491,54696902,Duncan Jones,Color,Russell Peters,Source Code ,2011,Mystery|Sci-Fi|Thriller,Jake Gyllenhaal,32000000,bomber|time|time loop|train|trapped in a time loop,56000,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,571,English
347,USA,43,155,240,120,Danny Nucci,242,36733909,Frank Marshall,Color,Michael DeLorenzo,Alive ,1993,Adventure|Biography|Drama|Thriller,Illeana Douglas,32000000,andes mountains|crash|death|starvation|stranded,0,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,112,English
8000,USA,224,541,897,98,Virginia Madsen,913,35063732,Joel Schumacher,Color,Ed Lauter,The Number 23 ,2007,Mystery|Thriller,Logan Lerman,32000000,destiny|detective|imagination|murder|sex scene,10000,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,383,English
716,France,122,0,223,105,Julian Richings,648,99462,Jean-Pierre Jeunet,Color,Judy Davis,The Young and Prodigious T.S. Spivet ,2013,Action|Adventure|Drama|Family,Callum Rennie,33000000,3 dimensional|cartographer|punctuation in title|smithsonian|train,5000,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,28,English
16000,USA,56,14000,642,142,John Belushi,1000,,Steven Spielberg,Color,Treat Williams,1941 ,1979,Action|Comedy|War,Christopher Lee,35000000,california|captain|cult film|pearl harbor|submarine,2000,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,217,English
649,USA,75,61,83,98,Freddy Rodríguez,579,32701088,John Gatins,Color,Holmes Osborne,Dreamer: Inspired by a True Story ,2005,Drama|Family|Sport,Ken Howard,32000000,colon in title|horse|kentucky|overalls|six word title,0,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,108,English
10000,USA,441,0,882,96,Kyle Schmid,917,31493782,David Cronenberg,Color,William Hurt,A History of Violence ,2005,Crime|Drama|Thriller,Viggo Mortensen,32000000,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,0,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,1125,English
26000,France,163,255,810,87,Jason Flemyng,1000,43095600,Louis Leterrier,Color,Matthew Modine,Transporter 2 ,2005,Action|Crime|Thriller,Jason Statham,32000000,driver|french|kidnapping|police|sequel,0,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,340,English
29000,Japan,63,0,159,107,Pat Hingle,165,18636537,Sam Raimi,Black and White,Roberts Blossom,The Quick and the Dead ,1995,Action|Thriller|Western,Leonardo DiCaprio,32000000,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,0,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1,216,English
638,Ireland,90,29,142,90,Mike Doyle,160,17848322,Peter Howitt,Color,Nora Dunn,Laws of Attraction ,2004,Comedy|Romance,Frances Fisher,28000000,date|divorce|divorce lawyer|drinking|lawyer,702,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,102,English
12000,USA,163,17000,245,121,Marc Anthony,368,16640210,Martin Scorsese,Color,Sonja Sohn,Bringing Out the Dead ,1999,Drama|Thriller,Nicolas Cage,55000000,ambulance|ghost|hell|paramedic|rescue,0,http://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1,382,English
1000,USA,197,238,447,119,RZA,561,13763130,Miguel Sapochnik,Color,Yvette Nicole Brown,Repo Men ,2010,Action|Crime|Sci-Fi|Thriller,Alice Braga,32000000,artificial organ|best friend|enforcer|future|near future,12000,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,187,English
889,South Korea,93,26,535,107,Aimee Garcia,618,10956379,Hyung-rae Shim,Color,Chris Mulkey,Dragon Wars: D-War ,2007,Action|Drama|Fantasy|Horror|Thriller,Robert Forster,35000000,antique shop|asian dragon|dragon|korean|reporter,0,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,364,English
3000,USA,15,278,179,110,Nancy Travis,359,4357000,Norman Jewison,Color,Andrea Martin,Bogus ,1996,Comedy|Family|Fantasy,Haley Joel Osment,30000000,box office flop|circus|imaginary friend|magician|one word title,350,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,30,English
12000,USA,260,35,7000,100,Olivia Wilde,10000,22525921,Don Scardino,Color,Steve Carell,The Incredible Burt Wonderstone ,2013,Comedy,Steve Buscemi,30000000,magic|magic kit|magician|stage magician|vegas,13000,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,158,English
3000,USA,18,10,826,75,Frank Welker,2000,3562749,Mark Dindal,Color,Hal Holbrook,Cats Don't Dance ,1997,Animation|Comedy|Family|Fantasy|Musical,George Kennedy,32000000,animal|cat|child star|hollywood|star,643,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,49,English
13000,USA,70,0,876,132,Vanessa Redgrave,898,2899970,Tim Robbins,Color,Emily Watson,Cradle Will Rock ,1999,Drama,Bill Murray,32000000,1930s|depression|play|theatre|union,625,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1,161,English
845,USA,183,0,308,105,Beau Bridges,552,1304837,Steven Soderbergh,Black and White,Leland Orser,The Good German ,2006,Drama|Mystery|Thriller,Tony Curran,32000000,american|driver|journalist|russian|secret,559,http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,175,English
330,USA,12,0,239,93,Rollo Weeks,239,,Tom Reeve,Color,Simon Callow,George and the Dragon ,2004,Action|Adventure|Comedy|Fantasy|Romance,Joan Plowright,32000000,dragon|knight|love|priest|princess,290,http://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1,31,English
11000,USA,261,0,3000,289,Marlon Brando,10000,78800000,Francis Ford Coppola,Color,Robert Duvall,Apocalypse Now ,1979,Drama|War,Harrison Ford,31500000,army|green beret|insanity|jungle|vietnam,19000,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,983,English
839,USA,167,8,472,102,Kelli Garner,730,17797316,Nanette Burstein,Color,Jim Gaffigan,Going the Distance ,2010,Comedy|Romance,Rob Riggle,32000000,bar|job|long distance relationship|male pubic hair|pubic hair,0,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,113,English
975,USA,42,65,320,143,Olympia Dukakis,345,82528097,Stephen Herek,Color,Jean Louisa Kelly,Mr. Holland's Opus ,1995,Drama|Music,Alicia Witt,6500000,1990s|high school|high school teacher|teacher inspires students|teaching,0,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,154,English
10000,UK,130,34,24,113,Jordi Mollà,877,14268533,Ariel Vromen,Color,Doug Cockle,Criminal ,2016,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,31500000,cia|husband wife relationship|memory|tied up while barefoot|violence,0,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,100,English
11000,USA,66,521,184,161,Michael Gough,920,87100000,Sydney Pollack,Color,Michael Kitchen,Out of Africa ,1985,Biography|Drama|Romance,Meryl Streep,31000000,africa|hunter|love|marriage|plantation,0,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,200,English
18000,USA,449,0,874,138,Bruce Greenwood,981,93749203,Robert Zemeckis,Color,Nadine Velazquez,Flight ,2012,Drama|Thriller,Denzel Washington,31000000,airline|flight|flight attendant|lawyer|pilot,64000,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,491,English
244,UK,121,43,177,126,Lois Chiles,202,62700000,Lewis Gilbert,Color,Lois Maxwell,Moonraker ,1979,Action|Adventure|Sci-Fi|Thriller,Desmond Llewelyn,34000000,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,0,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,294,English
13000,USA,536,0,670,99,Tom Wilkinson,1000,59073773,Wes Anderson,Color,F. Murray Abraham,The Grand Budapest Hotel ,2014,Adventure|Comedy|Crime|Drama,Bill Murray,25000000,first person narration|hotel|lobby boy|mentor protege relationship|painting,149000,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,644,English
12000,USA,135,96,442,101,Mika Boorem,495,24185781,Scott Hicks,Color,Hope Davis,Hearts in Atlantis ,2001,Drama|Mystery,Anthony Hopkins,31000000,based on multiple works|bully|kiss|memory|mysterious stranger,0,http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,268,English
687,USA,74,155,125,103,Peter Jason,151,53133888,Frank Marshall,Color,Brian McNamara,Arachnophobia ,1990,Comedy|Fantasy|Horror|Thriller,Julian Sands,31000000,arachnophobia|death|doctor|small town|spider,0,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,136,English
2000,USA,168,40,617,118,Andre Braugher,702,44983704,Gregory Hoblit,Color,Noah Emmerich,Frequency ,2000,Crime|Drama|Mystery|Sci-Fi|Thriller,Dennis Quaid,31000000,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,0,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,510,English
26000,USA,204,0,816,99,Norman Reedus,12000,58879132,John Francis Daley,Color,Beverly D'Angelo,Vacation ,2015,Adventure|Comedy,Chris Hemsworth,31000000,amusement park|dysfunctional family|road trip|sequel|vacation,28000,http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,219,English
848,USA,96,188,482,105,Rene Russo,808,72077000,Barry Sonnenfeld,Color,Jon Gries,Get Shorty ,1995,Comedy|Crime|Thriller,Delroy Lindo,30250000,debt|loan shark|mobster|movie business|producer,0,http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,150,English
539,USA,223,252,90,113,Chita Rivera,151,170684505,Rob Marshall,Black and White,Jayne Eastwood,Chicago ,2002,Comedy|Crime|Musical,Colm Feore,45000000,fame|jail|jazz age|murder|vaudeville,0,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,1017,English
12000,USA,112,221,781,93,Adam Sandler,11000,163479795,Dennis Dugan,Color,Joey Lauren Adams,Big Daddy ,1999,Comedy|Drama,Steve Buscemi,34200000,homosexual|law|law school|responsibility|vomiting,0,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,289,English
3000,USA,142,6,1000,108,Shannon Elizabeth,1000,145096820,J.B. Rogers,Color,Natasha Lyonne,American Pie 2 ,2001,Comedy,Alyson Hannigan,30000000,beach|beach house|college|party|student,0,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,431,English
15000,USA,166,487,802,74,John Ratzenberger,1000,191796233,John Lasseter,Color,Jim Varney,Toy Story ,1995,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,30000000,claw crane|cowboy|jealousy|rivalry|toy,0,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,391,English
18000,USA,114,101,780,116,Alan Ruck,946,121248145,Jan de Bont,Color,Joe Morton,Speed ,1994,Action|Adventure|Crime|Thriller,Keanu Reeves,25000000,bomb|bus|elevator|explosive|rescue,0,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,373,English
17000,USA,214,23,281,104,Lucas Bryant,359,125014030,Michael Sucsy,Color,Dillon Casey,The Vow ,2012,Drama|Romance,Channing Tatum,30000000,car accident|life support|memory loss|trauma|voice recording,32000,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,164,English
11000,USA,126,12,946,106,Brendan Fraser,3000,11854694,Tom Vaughan,Color,Alan Ruck,Extraordinary Measures ,2010,Drama,Harrison Ford,31000000,cure|disease|imagination|race against time|venture capital,0,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,64,English
33000,USA,157,132,1000,120,Denzel Washington,18000,115648585,Boaz Yakin,Color,Ethan Suplee,Remember the Titans ,2000,Biography|Drama|Sport,Ryan Gosling,30000000,american football|based on true story|head coach|high school|school,0,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,402,English
